name,serving_size,calories,proteins,carbohydrate,fat,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,name_clean,food_category
Starbucks hot caffe mocha (notfat milk),13 g,250.0,13.0,42.0,2.5,0.0,0.0,0.0,11.63,21.67,12.92,3.73,0.0,0.0,0.0,22.0,13.0,12.0,0.0,0.0,starbucks hot caffe mocha (notfat milk),Low Sugar
Koya,0.80 g,366.0,4.2,77.5,4.3,0.0,0.0,0.8,17.02,7.0,23.85,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,koya,Low Sugar
Mi golosor,0.20 g,71.0,0.2,15.9,0.8,0.0,0.0,0.1,3.3,0.33,4.89,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mi golosor,Low Sugar
Good day cappuccino,1 g,170.0,1.0,32.0,3.5,25.0,0.0,1.0,7.91,1.67,9.85,5.22,0.0,0.0,0.0,0.0,10.0,8.0,6.0,0.0,good day cappuccino,Snack
"Susu asam untuk bayi, bubuk",4 g,418.0,19.0,65.5,9.0,0.0,188.0,0.0,19.44,31.67,20.15,13.43,12.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"susu asam untuk bayi, bubuk",High protein
Kacang bogor kering,3 g,370.0,16.0,65.0,6.0,0.0,44.0,26.3,17.21,26.67,20.0,8.96,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kacang bogor kering,High protein
Khong guan malkist seaweed,1 g,90.0,1.0,12.0,3.5,2.0,0.0,0.0,4.19,1.67,3.69,5.22,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,khong guan malkist seaweed,Low Sugar
"Cantel / sorgum, mentah",1.70 g,366.0,11.0,73.0,3.3,0.0,7.0,1.2,17.02,18.33,22.46,4.93,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cantel / sorgum, mentah",Low Sugar
"Daun bluntas, segar",2.30 g,44.0,1.8,9.4,0.5,0.0,0.0,0.0,2.05,3.0,2.89,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun bluntas, segar",Low Carb
Margarine,2.50 g,720.0,0.6,0.4,81.0,0.0,760.0,0.0,33.49,1.0,0.12,120.9,50.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,margarine,Low Carb
Pocari sweat,0 g,70.0,0.0,17.0,0.0,16.0,0.0,0.0,3.26,0.0,5.23,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,pocari sweat,Healthy
Starbucks iced caffe latte (wholemilk),8 g,120.0,8.0,13.0,7.0,0.0,0.0,0.0,5.58,13.33,4.0,10.45,0.0,0.0,0.0,14.0,0.0,6.0,11.0,0.0,starbucks iced caffe latte (wholemilk),Low Sugar
Susu kental manis,1.80 g,343.0,8.2,55.0,10.0,0.0,150.0,0.0,15.95,13.67,16.92,14.93,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,susu kental manis,Low Sugar
Royco sup krim ayam,2 g,50.0,2.0,9.0,1.0,2.0,710.0,0.0,2.33,3.33,2.77,1.49,47.33,0.0,48.0,4.0,3.0,0.0,0.0,0.0,royco sup krim ayam,Low Carb
"Keong, segar",4 g,64.0,12.0,2.0,1.0,0.0,231.0,0.0,2.98,20.0,0.62,1.49,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"keong, segar",Low Carb
"Daging Ayam , segar",0.90 g,298.0,18.2,0.0,25.0,0.0,109.0,0.0,13.86,30.33,0.0,37.31,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daging ayam , segar",High protein
"Babi, daging, gemuk, segar",1.10 g,453.0,11.9,0.0,45.0,0.0,112.0,0.0,21.07,19.83,0.0,67.16,7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"babi, daging, gemuk, segar",Low Carb
"Daun pangi, segar",1.50 g,104.0,3.9,17.9,0.6,0.0,4.0,8.3,4.84,6.5,5.51,0.9,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun pangi, segar",Low Sugar
Snow skin lotus paste mooncake,1.16 g,187.0,2.12,26.36,8.04,0.0,0.0,1.16,8.7,3.53,8.11,12.0,0.0,0.0,0.0,0.0,9.0,9.0,12.0,0.0,snow skin lotus paste mooncake,Low Sugar
Adem sari herbal lemon,0 g,60.0,0.0,16.0,0.0,14.0,65.0,0.0,2.79,0.0,4.92,0.0,4.33,0.0,5.0,0.0,5.0,3.0,0.0,0.0,adem sari herbal lemon,Healthy
"Pucuk lumai / daun leunca, segar",1.30 g,33.0,4.5,2.8,0.4,0.0,2.0,0.0,1.53,7.5,0.86,0.6,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"pucuk lumai / daun leunca, segar",Low Carb
"Ayam goreng church texas, sayap",1.30 g,295.0,34.0,1.5,16.0,0.0,771.0,0.0,13.72,56.67,0.46,23.88,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ayam goreng church texas, sayap",High protein
Wortel rebus,0.40 g,28.0,0.7,6.3,0.5,0.0,41.0,0.8,1.3,1.17,1.94,0.75,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wortel rebus,Low Carb
"Babi, hati, segar",1.50 g,129.0,19.7,1.7,4.8,0.0,110.0,0.0,6.0,32.83,0.52,7.16,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"babi, hati, segar",High protein
Gekikara ramen 109 gram,6 g,160.0,9.0,74.0,18.0,4.0,1200.0,6.0,23.26,15.0,22.77,26.87,80.0,45.0,80.0,0.0,0.0,0.0,27.0,0.0,gekikara ramen 109 gram,Low Sugar
Kopi Indocafe coffemix 3 in 1,1 g,90.0,1.0,17.0,2.0,13.0,0.0,0.0,4.19,1.67,5.23,2.99,0.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,kopi indocafe coffemix 3 in 1,Healthy
Sprite 390 ml,0 g,0.0,0.0,25.0,0.0,25.0,40.0,0.0,4.65,0.0,7.69,0.0,2.67,0.0,3.0,0.0,8.0,5.0,0.0,0.0,sprite 390 ml,Healthy
Nutri boost orange,2 g,170.0,2.0,37.0,1.5,0.0,180.0,0.0,7.91,3.33,11.38,2.24,12.0,0.0,12.0,0.0,12.0,8.0,0.0,0.0,nutri boost orange,Low Sugar
"Ketan putih, tapai",0.10 g,172.0,3.0,37.5,0.5,0.0,1.0,0.6,8.0,5.0,11.54,0.75,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ketan putih, tapai",Low Sugar
Rempeyek kacang tanah,1.80 g,513.0,17.5,44.3,32.5,0.0,0.0,1.7,23.86,29.17,13.63,48.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rempeyek kacang tanah,High protein
Kacang merah / banda,3.20 g,350.0,13.9,66.9,3.0,0.0,19.0,26.3,16.28,23.17,20.58,4.48,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kacang merah / banda,Low Sugar
"Kacang gude, biji segar",2.30 g,114.0,7.0,20.8,0.6,0.0,4.0,4.4,5.3,11.67,6.4,0.9,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kacang gude, biji segar",Low Sugar
Mr. Bread Roti tawar choco chips,2 g,227.0,7.0,38.5,5.0,8.0,286.0,2.0,10.56,11.67,11.85,7.46,19.07,0.0,20.0,12.0,12.0,0.0,0.0,0.0,mr. bread roti tawar choco chips,Snack
Royco kaldu sapi,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,royco kaldu sapi,Low Carb
Frisian Flag kental manis kemasan ekonomis 560 gram,1 g,140.0,1.0,23.0,40.0,19.0,25.0,0.0,6.51,1.67,7.08,59.7,1.67,8.0,0.0,0.0,8.0,0.0,60.0,0.0,frisian flag kental manis kemasan ekonomis 560 gram,Snack
Starbucks iced caffe latte (notfat milk),8 g,90.0,8.0,13.0,0.0,0.0,0.0,0.0,4.19,13.33,4.0,0.0,0.0,0.0,0.0,14.0,4.0,5.0,0.0,0.0,starbucks iced caffe latte (notfat milk),Low Sugar
Starbucks hot caffe latte (notfat milk),13 g,130.0,13.0,20.0,0.0,0.0,0.0,0.0,6.05,21.67,6.15,0.0,0.0,0.0,0.0,22.0,7.0,7.0,0.0,0.0,starbucks hot caffe latte (notfat milk),Low Sugar
Tempe kedelai murni goreng,1.80 g,350.0,24.5,10.4,26.6,0.0,22.0,4.2,16.28,40.83,3.2,39.7,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tempe kedelai murni goreng,High protein
Chitato keripik kentang rasa original,1 g,100.0,1.0,12.0,5.0,0.0,60.0,0.0,4.65,1.67,3.69,7.46,4.0,0.0,4.0,0.0,0.0,5.0,8.0,0.0,chitato keripik kentang rasa original,Low Sugar
Whiskey,0 g,250.0,0.0,0.1,0.0,0.0,0.0,0.0,11.63,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,whiskey,Low Carb
"Beras ketan hitam tumbuk, mentah",1.50 g,360.0,8.0,74.5,2.3,0.0,11.0,1.0,16.74,13.33,22.92,3.43,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"beras ketan hitam tumbuk, mentah",Low Sugar
Khong Guan Malkist abon,2 g,80.0,2.0,13.0,3.0,3.0,0.0,0.0,3.72,3.33,4.0,4.48,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,khong guan malkist abon,Low Sugar
Oreo,1 g,140.0,1.0,21.0,6.0,11.0,0.0,1.0,6.51,1.67,6.46,8.96,0.0,0.0,0.0,0.0,7.0,7.0,9.0,0.0,oreo,Healthy
kurma,20.53 g,282.0,2.45,75.03,0.39,0.0,2.0,7.99,13.12,4.08,23.09,0.58,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kurma,Low Sugar
Nopia spesial,1.30 g,387.0,5.3,74.3,7.6,0.0,0.0,0.3,18.0,8.83,22.86,11.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nopia spesial,Low Sugar
Cheesecake Factory Oreo dream extreme cheesecake,7 g,1620.0,17.0,178.0,99.0,134.0,0.0,7.0,75.35,28.33,54.77,147.76,0.0,0.0,0.0,0.0,55.0,76.0,148.0,0.0,cheesecake factory oreo dream extreme cheesecake,High protein
Sedaap Tasty bakmi ayam geprek matah,6 g,190.0,14.0,81.0,21.0,2.0,870.0,6.0,8.84,23.33,24.92,31.34,58.0,45.0,58.0,0.0,0.0,0.0,32.0,0.0,sedaap tasty bakmi ayam geprek matah,Low Sugar
Sate bandeng,3.10 g,283.0,12.1,20.9,16.8,0.0,543.0,2.0,13.16,20.17,6.43,25.07,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sate bandeng,Low Sugar
"Daun kemang, segar",1.70 g,43.0,5.5,7.5,0.3,0.0,10.0,8.4,2.0,9.17,2.31,0.45,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun kemang, segar",Low Carb
Saus sambal ABC,0 g,28.0,0.0,6.0,0.0,5.0,0.0,0.0,1.3,0.0,1.85,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,saus sambal abc,Low Carb
Coklat Hershey's kisses milk chocolate,0.10 g,22.0,0.3,2.8,1.3,2.6,0.0,0.1,1.02,0.5,0.86,1.94,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,coklat hershey's kisses milk chocolate,Low Carb
"Ikan Tempahas, segar",0.90 g,101.0,15.1,1.0,4.1,0.0,50.0,0.0,4.7,25.17,0.31,6.12,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan tempahas, segar",High protein
"Sapi, daging, kornet",6 g,289.0,16.0,0.0,25.0,0.0,794.0,0.0,13.44,26.67,0.0,37.31,52.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sapi, daging, kornet",High protein
Chitato fresh potato,1 g,110.0,1.0,12.0,6.0,0.0,0.0,0.0,5.12,1.67,3.69,8.96,0.0,0.0,0.0,0.0,4.0,6.0,9.0,0.0,chitato fresh potato,Low Sugar
Oncom ampas kacang hijau,1.70 g,376.0,14.9,65.7,6.0,0.0,0.0,12.3,17.49,24.83,20.22,8.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oncom ampas kacang hijau,Low Sugar
good day mocacino,1 g,90.0,1.0,16.0,2.0,13.0,10.0,1.0,4.19,1.67,4.92,2.99,0.67,10.0,0.0,0.0,5.0,5.0,0.0,0.0,good day mocacino,Healthy
Lamtoro var. lokal dengan kulit,1.80 g,336.0,23.8,59.7,1.2,0.0,134.0,15.4,15.63,39.67,18.37,1.79,8.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lamtoro var. lokal dengan kulit,High protein
Teh botol sosro original,0 g,140.0,0.0,34.0,0.0,32.0,0.0,0.0,6.51,0.0,10.46,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,teh botol sosro original,Healthy
"Daun leilem, segar",1.80 g,76.0,2.8,15.8,0.2,0.0,6.0,3.1,3.53,4.67,4.86,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun leilem, segar",Low Sugar
Mcdonald Mc double,2 g,380.0,23.0,34.0,18.0,7.0,0.0,2.0,17.67,38.33,10.46,26.87,0.0,0.0,0.0,39.0,0.0,18.0,27.0,0.0,mcdonald mc double,High protein
Keripik tempe abadi telur,2.90 g,529.0,20.8,40.2,31.7,0.0,0.0,3.0,24.6,34.67,12.37,47.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,keripik tempe abadi telur,High protein
"Angsa,daging,segar",1 g,349.0,16.4,0.0,31.5,0.0,71.0,0.0,16.23,27.33,0.0,47.01,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"angsa,daging,segar",High protein
Keripik tempe abadi sedang,3.10 g,510.0,12.3,52.4,27.9,0.0,0.0,3.6,23.72,20.5,16.12,41.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,keripik tempe abadi sedang,Low Sugar
Goodday Funtastic mocacinno,8 g,140.0,3.0,26.0,2.5,18.0,75.0,8.0,6.51,5.0,8.0,3.73,5.0,0.0,0.0,0.0,8.0,7.0,0.0,27.0,goodday funtastic mocacinno,Healthy
lovamil minuman khusus ibu hamil dan menyusui rasa kacang hijau,8 g,160.0,8.0,25.0,3.0,0.0,135.0,0.0,7.44,13.33,7.69,4.48,9.0,0.0,9.0,14.0,8.0,0.0,0.0,0.0,lovamil minuman khusus ibu hamil dan menyusui rasa kacang hijau,Low Sugar
Wortel kukus,0.60 g,37.0,1.0,8.3,0.6,0.0,43.0,1.1,1.72,1.67,2.55,0.9,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wortel kukus,Low Carb
Mie bendo,0.20 g,353.0,0.3,88.0,0.0,0.0,9.0,2.4,16.42,0.5,27.08,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mie bendo,Low Sugar
Cheesecake Factory oreo milkshake,3 g,1680.0,27.0,183.0,94.0,131.0,0.0,3.0,78.14,45.0,56.31,140.3,0.0,0.0,0.0,0.0,57.0,79.0,141.0,0.0,cheesecake factory oreo milkshake,High protein
Roma Marie Gold,2 g,90.0,2.0,15.0,3.0,4.0,0.0,0.0,4.19,3.33,4.62,4.48,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,roma marie gold,Low Sugar
Supermi Extra Mie Goreng rasa Ayam pangsit,10 g,510.0,10.0,70.0,21.0,0.0,1130.0,0.0,23.72,16.67,21.54,31.34,75.33,0.0,76.0,0.0,0.0,24.0,32.0,0.0,supermi extra mie goreng rasa ayam pangsit,Low Sugar
"Buah mentega (Bisbul), segar",0.40 g,39.0,0.7,9.7,0.2,0.0,1.0,2.0,1.81,1.17,2.98,0.3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"buah mentega (bisbul), segar",Low Carb
"Karedok,sayur",1.40 g,92.0,2.2,14.1,3.3,0.0,0.0,1.4,4.28,3.67,4.34,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"karedok,sayur",Low Sugar
Mie sedap instan goreng kriuk,8 g,160.0,9.0,57.0,18.0,6.0,1170.0,8.0,19.53,15.0,17.54,26.87,78.0,40.0,78.0,0.0,0.0,0.0,0.0,0.0,mie sedap instan goreng kriuk,Snack
Ice Cone,0 g,190.0,5.0,32.0,4.5,24.0,0.0,0.0,8.84,8.33,9.85,6.72,0.0,0.0,0.0,9.0,10.0,9.0,0.0,0.0,ice cone,Snack
"Ikan Balong, segar",1.50 g,107.0,16.5,1.5,3.9,0.0,86.0,0.0,4.98,27.5,0.46,5.82,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan balong, segar",High protein
TOPOKI Mujigae,11 g,410.0,11.0,78.0,7.0,0.0,1390.0,0.0,19.07,18.33,24.0,10.45,92.67,0.0,93.0,0.0,24.0,20.0,0.0,0.0,topoki mujigae,Low Sugar
ABC EXO milk coffe,2 g,160.0,8.0,24.0,24.0,22.0,0.0,2.0,7.44,13.33,7.38,35.82,0.0,0.0,0.0,14.0,0.0,8.0,36.0,0.0,abc exo milk coffe,Snack
"Kalio jeroan, masakan",1.50 g,163.0,16.5,4.1,9.0,0.0,570.0,0.0,7.58,27.5,1.26,13.43,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kalio jeroan, masakan",High protein
Starbucks butter croissant,1 g,260.0,5.0,27.0,15.0,5.0,0.0,1.0,12.09,8.33,8.31,22.39,0.0,0.0,0.0,9.0,0.0,13.0,23.0,0.0,starbucks butter croissant,Low Sugar
"Daun mengkudu, segar",2 g,65.0,4.0,11.4,1.7,0.0,0.0,3.9,3.02,6.67,3.51,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun mengkudu, segar",Low Sugar
Sagu sinole,0.10 g,354.0,0.8,68.9,8.3,0.0,30.0,0.0,16.47,1.33,21.2,12.39,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sagu sinole,Low Sugar
Nasi rames,0.60 g,155.0,10.3,19.1,4.2,0.0,265.0,0.0,7.21,17.17,5.88,6.27,17.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nasi rames,Low Sugar
MAESTRO MAYONAISE,0 g,90.0,0.0,2.0,9.0,0.0,210.0,0.0,4.19,0.0,0.62,13.43,14.0,0.0,14.0,0.0,0.0,5.0,14.0,0.0,maestro mayonaise,Low Carb
Susu Ultra Milk Low Fat,7 g,90.0,7.0,11.0,2.5,0.0,105.0,0.0,4.19,11.67,3.38,3.73,7.0,8.0,7.0,12.0,0.0,0.0,0.0,0.0,susu ultra milk low fat,Low Sugar
"Ikan Baronang, segar",1.20 g,78.0,14.5,3.7,0.6,0.0,26.0,0.0,3.63,24.17,1.14,0.9,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan baronang, segar",Low Carb
ROYCO BUMBU AYAM SAUS TELUR ASIN,1 g,30.0,1.0,2.0,1.5,0.0,50.0,0.0,1.4,1.67,0.62,2.24,3.33,0.0,4.0,2.0,0.0,0.0,3.0,0.0,royco bumbu ayam saus telur asin,Low Carb
Keju parmesan,28.42 g,420.0,28.42,13.91,27.84,0.0,0.0,0.0,19.53,47.37,4.28,41.55,0.0,0.0,0.0,48.0,0.0,20.0,42.0,0.0,keju parmesan,High protein
Beras cerdas,2.60 g,350.0,2.7,82.3,1.1,0.0,358.0,6.2,16.28,4.5,25.32,1.64,23.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beras cerdas,Low Sugar
Indomie Goreng Rasa Rendang,3 g,150.0,9.0,59.0,16.0,9.0,1060.0,3.0,19.53,15.0,18.15,23.88,70.67,40.0,71.0,0.0,0.0,0.0,24.0,0.0,indomie goreng rasa rendang,Snack
Biokul plain yogurt,5 g,90.0,5.0,15.0,0.5,7.0,0.0,0.0,4.19,8.33,4.62,0.75,0.0,0.0,0.0,9.0,5.0,5.0,0.0,0.0,biokul plain yogurt,Healthy
Mr. Bread Roti tawar kupas,1.50 g,119.0,4.5,21.5,2.0,1.0,209.0,1.5,5.53,7.5,6.62,2.99,13.93,0.0,14.0,8.0,7.0,0.0,0.0,0.0,mr. bread roti tawar kupas,Low Sugar
"Jukku pallu kaloa, masakan",2.30 g,15.0,15.2,8.8,4.3,0.0,605.0,0.0,0.7,25.33,2.71,6.42,40.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"jukku pallu kaloa, masakan",High protein
Mcdonald Mcnugget,1 g,270.0,15.0,16.0,16.0,0.0,0.0,1.0,12.56,25.0,4.92,23.88,0.0,0.0,0.0,25.0,0.0,13.0,24.0,0.0,mcdonald mcnugget,High protein
"Ayam, dideh/darah, segar",1.60 g,75.0,13.8,0.7,1.9,0.0,337.0,0.0,3.49,23.0,0.22,2.84,22.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ayam, dideh/darah, segar",Low Carb
Teh Kotak Rasa Lemon,0 g,100.0,0.0,23.0,0.0,20.0,25.0,0.0,4.65,0.0,7.08,0.0,1.67,0.0,2.0,0.0,8.0,5.0,0.0,0.0,teh kotak rasa lemon,Healthy
"Jambu air, segar",0.80 g,46.0,0.6,11.8,0.2,0.0,11.0,2.1,2.14,1.0,3.63,0.3,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"jambu air, segar",Low Sugar
SUN Bubur Bayi,4 g,160.0,4.0,31.0,2.5,0.0,100.0,0.0,7.44,6.67,9.54,3.73,6.67,0.0,7.0,0.0,10.0,8.0,0.0,0.0,sun bubur bayi,Low Sugar
"Eceng, segar",2 g,19.0,1.0,3.8,0.2,0.0,45.0,1.8,0.88,1.67,1.17,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"eceng, segar",Low Carb
"Jagung muda,rebus",0.80 g,142.0,5.0,30.3,0.7,0.0,5.0,0.8,6.6,8.33,9.32,1.04,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"jagung muda,rebus",Low Sugar
Getuk pisang,0.70 g,144.0,1.1,34.1,0.4,0.0,0.0,0.4,6.7,1.83,10.49,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,getuk pisang,Low Sugar
Lupis ketan,0.60 g,164.0,1.8,34.5,2.1,0.0,0.0,0.7,7.63,3.0,10.62,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lupis ketan,Low Sugar
"Jambu monyet, segar",0.30 g,64.0,0.7,15.8,0.6,0.0,12.0,1.2,2.98,1.17,4.86,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"jambu monyet, segar",Low Sugar
Kacang goyang,1.50 g,516.0,14.7,44.4,31.1,0.0,2.0,0.0,24.0,24.5,13.66,46.42,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kacang goyang,Low Sugar
Mie Sedaap Cup Mi Kuah Soto,7 g,370.0,8.0,48.0,16.0,2.0,1070.0,7.0,17.21,13.33,14.77,23.88,71.33,0.0,72.0,0.0,0.0,18.0,24.0,0.0,mie sedaap cup mi kuah soto,Low Sugar
Nutricake Brownies Coklat,2 g,160.0,2.0,33.0,2.5,0.0,90.0,0.0,7.44,3.33,10.15,3.73,6.0,0.0,6.0,0.0,11.0,8.0,0.0,0.0,nutricake brownies coklat,Low Sugar
Starbucks caffe americano,1 g,15.0,1.0,3.0,0.0,0.0,0.0,0.0,0.7,1.67,0.92,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,starbucks caffe americano,Low Carb
vanhouten cocoa powder,6 g,120.0,6.0,15.0,4.0,0.0,0.0,0.0,5.58,10.0,4.62,5.97,0.0,0.0,0.0,10.0,0.0,6.0,6.0,0.0,vanhouten cocoa powder,Low Sugar
"Bawang bombay, segar",0.60 g,43.0,1.4,10.3,0.2,0.0,12.0,2.0,2.0,2.33,3.17,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bawang bombay, segar",Low Sugar
Tepung Arrowroot,0.30 g,355.0,0.7,85.2,0.2,0.0,2.0,0.4,16.51,1.17,26.22,0.3,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tepung arrowroot,Low Sugar
Honey Stars,1 g,110.0,1.0,25.0,0.5,8.0,0.0,1.0,5.12,1.67,7.69,0.75,0.0,0.0,0.0,0.0,8.0,6.0,0.0,4.0,honey stars,Healthy
"Kelawi, kluwih, segar",1 g,118.0,1.5,27.2,0.3,0.0,2.0,5.0,5.49,2.5,8.37,0.45,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kelawi, kluwih, segar",Low Sugar
Bagea kw 1,0.60 g,416.0,6.5,76.3,9.4,0.0,0.0,0.4,19.35,10.83,23.48,14.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bagea kw 1,Low Sugar
Tepung Mocaf,1.30 g,350.0,1.2,85.0,0.6,0.0,8.0,6.0,16.28,2.0,26.15,0.9,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tepung mocaf,Low Sugar
Indomie mi rendang,3 g,420.0,9.0,59.0,16.0,9.0,0.0,3.0,19.53,15.0,18.15,23.88,0.0,0.0,0.0,0.0,19.0,20.0,24.0,0.0,indomie mi rendang,Snack
"Mangga harumanis, segar",0.80 g,46.0,0.4,11.9,0.2,0.0,2.0,1.7,2.14,0.67,3.66,0.3,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"mangga harumanis, segar",Low Sugar
"Kaholeo, masakan",10.50 g,413.0,28.7,29.8,19.8,0.0,0.0,0.0,19.21,47.83,9.17,29.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kaholeo, masakan",High protein
Origo coffe es kopi susu,6.23 g,191.0,6.23,25.88,7.22,20.51,0.0,0.0,8.88,10.38,7.96,10.78,0.0,0.0,0.0,11.0,0.0,9.0,11.0,0.0,origo coffe es kopi susu,Snack
"Daun pare, segar",1.60 g,49.0,2.7,8.4,1.0,0.0,7.0,3.0,2.28,4.5,2.58,1.49,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun pare, segar",Low Carb
Mie Sedaap instan white curry,2 g,360.0,8.0,50.0,14.0,3.0,840.0,2.0,16.74,13.33,15.38,20.9,56.0,0.0,56.0,0.0,0.0,17.0,21.0,0.0,mie sedaap instan white curry,Low Sugar
Bantal,0.60 g,190.0,3.3,43.5,0.3,0.0,164.0,3.4,8.84,5.5,13.38,0.45,10.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bantal,Low Sugar
Sarimi Gelas Rasa Soto Ayam,2 g,60.0,3.0,16.0,7.0,2.0,940.0,2.0,6.51,5.0,4.92,10.45,62.67,0.0,63.0,0.0,0.0,0.0,11.0,7.0,sarimi gelas rasa soto ayam,Low Sugar
MYTEA Teh Oolong 450 ml,0 g,0.0,0.0,18.0,0.0,0.0,20.0,0.0,3.26,0.0,5.54,0.0,1.33,0.0,2.0,0.0,6.0,4.0,0.0,0.0,mytea teh oolong 450 ml,Low Sugar
Kuaci Rebo green tea,2 g,110.0,6.0,2.0,9.0,1.0,180.0,2.0,5.12,10.0,0.62,13.43,12.0,0.0,12.0,10.0,0.0,0.0,14.0,0.0,kuaci rebo green tea,Low Carb
Nestle corn flakes,2 g,110.0,2.0,24.0,0.5,0.0,0.0,0.0,5.12,3.33,7.38,0.75,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,nestle corn flakes,Low Sugar
